br0_x, br0_y, br0_z, br0_phi, br0_theta, br0_psi, br0_u, br0_v, br0_w, br0_p, br0_q, br0_r, br1_x, br1_y, br1_z, br1_phi, br1_theta, br1_psi, br1_u, br1_v, br1_w, br1_p, br1_q, br1_r
0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.003,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.003,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.006,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.006,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.009,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.012,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.012,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.015,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.015,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.018,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.018,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.021,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.021,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.024,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.024,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.027,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.027,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.030,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.030,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.033,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.033,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.036,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.036,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.039,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.039,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.042,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.042,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.045,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.045,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.048,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.048,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.052,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.052,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.055,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.055,1.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
